CURVE,X,Y
16944,270,14.9
16944,280,14.9
16944,310,15.2
16944,330,15.2
16944,340,15.3
7497,89,0
7497,90,9.4
7497,100,9.9
7497,110,10.2
7497,120,10.8
7497,130,11.5
7497,140,12.1
7497,150,12.9
7497,160,13.6
7497,180,14
7497,190,14
7497,200,14.2
7497,210,14.2
7497,230,14.4
7497,240,14.6
7497,250,14.6
7497,260,14.8
7497,270,14.9
7497,280,14.9
7497,310,15.2
7497,330,15.2
7497,340,15.3
22375,89,0
22375,90,9.4
22375,100,9.9
22375,110,10.2
22375,120,10.8
22375,130,11.5
22375,140,12.1
22375,150,12.9
22375,160,13.6
22375,180,14
22375,190,14
22375,200,14.2
22375,210,14.2
22375,230,14.4
22375,240,14.6
22375,250,14.6
22375,260,14.8
22375,270,14.9
22375,280,14.9
22375,310,15.2
22375,330,15.2
22375,340,15.3
12234,89,0
12234,90,9.4
12234,100,9.9
12234,110,10.2
12234,120,10.8
12234,130,11.5
12234,140,12.1
12234,150,12.9
12234,160,13.6
12234,180,14
12234,190,14
12234,200,14.2
12234,210,14.2
12234,230,14.4
12234,240,14.6
12234,250,14.6
12234,260,14.8
12234,270,14.9
12234,280,14.9
12234,310,15.2
12234,330,15.2
12234,340,15.3
5770,89,0
5770,90,9.4
5770,100,9.9
5770,110,10.2
5770,120,10.8
5770,130,11.5
5770,140,12.1
5770,150,12.9
5770,160,13.6
5770,180,14
5770,190,14
5770,200,14.2
5770,210,14.2
5770,220,14.3
5770,230,14.4
5770,240,14.6
5770,250,14.6
5770,260,14.8
5770,270,14.9
5770,280,14.9
5770,310,15.2
5770,330,15.2
5770,340,15.3
17883,89,0
17883,90,9.4
17883,100,9.9
17883,110,10.2
17883,120,10.8
17883,130,11.5
17883,140,12.1
17883,150,12.9
17883,160,13.6
17883,180,14
17883,190,14
17883,200,14.2
17883,210,14.2
17883,230,14.4
17883,240,14.6
17883,250,14.6
17883,260,14.8
17883,270,14.9
17883,280,14.9
17883,310,15.2
17883,330,15.2
17883,340,15.3
1399,89,0
1399,90,9.4
1399,100,9.9
1399,110,10.2
1399,120,10.8
1399,130,11.5
1399,140,12.1
1399,150,12.9
1399,160,13.6
1399,180,14
1399,190,14
1399,200,14.2
1399,210,14.2
1399,230,14.4
1399,240,14.6
1399,250,14.6
1399,260,14.8
1399,270,14.9
1399,280,14.9
1399,310,15.2
1399,330,15.2
1399,340,15.3
16663,89,0
16663,90,10.5
16663,100,10.6
16663,110,10.8
16663,140,11.7
16663,150,12.5
16663,160,13.4
16663,170,13.5
16663,180,13.4
16663,200,12.6
16663,210,12.3
16663,220,12.1
16663,230,11.8
16663,240,11.7
16663,250,11.5
16663,280,11.2
16663,290,11.2
16663,300,11
16663,310,10.9
16663,350,10.1
7260,89,0
7260,90,10.5
7260,100,10.6
7260,110,10.8
7260,140,11.7
7260,150,12.5
7260,160,13.4
7260,170,13.5
7260,180,13.4
7260,200,12.6
7260,210,12.3
7260,220,12.1
7260,230,11.8
7260,240,11.7
7260,250,11.5
7260,280,11.2
7260,290,11.2
7260,300,11
7260,310,10.9
7260,350,10.1
12136,89,0
12136,90,10.3
12136,100,10.5
12136,140,11.7
12136,150,12.5
12136,160,13.4
12136,170,13.5
12136,180,13.4
12136,200,12.6
12136,210,12.3
12136,220,12.1
12136,230,11.8
12136,240,11.7
12136,250,11.5
12136,280,11.2
12136,290,11.2
12136,300,11
12136,310,10.9
12136,350,10.1
6690,89,0
6690,90,10.3
6690,100,10.5
6690,140,11.7
6690,150,12.5
6690,160,13.4
6690,170,13.5
6690,180,13.4
6690,200,12.6
6690,210,12.3
6690,220,12.1
6690,230,11.8
6690,240,11.7
6690,250,11.5
6690,260,11.4
6690,280,11.2
6690,290,11.2
6690,300,11
6690,310,10.9
6690,350,10.1
16800,89,0
16800,90,10.3
16800,100,10.5
16800,140,11.7
16800,150,12.5
16800,160,13.4
16800,170,13.5
16800,180,13.4
16800,200,12.6
16800,210,12.3
16800,220,12.1
16800,230,11.8
16800,240,11.7
16800,250,11.5
16800,280,11.2
16800,290,11.2
16800,300,11
16800,310,10.9
16800,350,10.1
7354,89,0
7354,90,10.3
7354,100,10.5
7354,140,11.7
7354,150,12.5
7354,160,13.4
7354,170,13.5
7354,180,13.4
7354,200,12.6
7354,210,12.3
7354,220,12.1
7354,230,11.8
7354,240,11.7
7354,250,11.5
7354,280,11.2
7354,290,11.2
7354,300,11
7354,310,10.9
7354,350,10.1
6058,89,0
6058,90,10.3
6058,100,16
6058,110,21.8
6058,120,28.2
6058,130,34.8
6058,150,50.6
6058,160,58.9
6058,170,81.9
6058,180,102.7
6058,190,121.8
6058,200,143.7
6058,210,164.9
6058,220,184.4
6058,230,198.7
6058,240,210
6058,250,218.4
6058,260,226.1
6058,270,233.2
6058,280,239.5
6058,300,251.5
6058,310,257.8
6058,320,263.6
6058,330,269.1
6058,340,274.2
6058,350,278.9
5681,89,0
5681,90,10.3
5681,100,10.5
5681,140,11.7
5681,150,12.5
5681,160,13.4
5681,170,13.5
5681,180,13.4
5681,200,12.6
5681,210,12.3
5681,220,12.1
5681,230,11.8
5681,240,11.7
5681,250,11.5
5681,280,11.2
5681,290,11.2
5681,300,11
5681,310,10.9
5681,350,10.1
23440,89,0
23440,90,10.3
23440,100,16
23440,110,21.8
23440,120,28.2
23440,130,34.8
23440,150,50.6
23440,160,58.9
23440,170,81.9
23440,180,102.7
23440,190,121.8
23440,200,143.7
23440,210,164.9
23440,220,184.4
23440,230,198.7
23440,240,210
23440,250,218.4
23440,260,226.1
23440,270,233.2
23440,280,239.5
23440,300,251.5
23440,310,257.8
23440,320,263.6
23440,330,269.1
23440,340,274.2
23440,350,278.9
17040,89,0
17040,90,10.3
17040,100,16
17040,110,21.8
17040,120,28.2
17040,130,34.8
17040,150,50.6
17040,160,58.9
17040,170,81.9
17040,180,102.7
17040,190,121.8
17040,200,143.7
17040,210,164.9
17040,220,184.4
17040,230,198.7
17040,240,210
17040,250,218.4
17040,260,226.1
17040,270,233.2
17040,280,239.5
17040,300,251.5
17040,310,257.8
17040,320,263.6
17040,330,269.1
17040,340,274.2
17040,350,278.9
20592,89,0
20592,90,10.3
20592,100,16
20592,110,21.8
20592,120,28.2
20592,130,34.8
20592,150,50.6
20592,160,58.9
20592,170,81.9
20592,180,102.7
20592,190,121.8
20592,200,143.7
20592,210,164.9
20592,220,184.4
20592,230,198.7
20592,240,210
20592,250,218.4
20592,260,226.1
20592,270,233.2
20592,280,239.5
20592,300,251.5
20592,310,257.8
20592,320,263.6
20592,330,269.1
20592,340,274.2
20592,350,278.9
16147,89,0
16147,90,10.3
16147,100,16
16147,110,21.8
16147,120,28.2
16147,130,34.8
16147,150,50.6
16147,160,58.9
16147,170,81.9
16147,180,102.7
16147,190,121.8
16147,200,143.7
16147,210,164.9
16147,220,184.4
16147,230,198.7
16147,240,210
16147,250,218.4
16147,260,226.1
16147,270,233.2
16147,280,239.5
16147,300,251.5
16147,310,257.8
16147,320,263.6
16147,330,269.1
16147,340,274.2
16147,350,278.9
14768,89,0
14768,90,10.3
14768,100,16
14768,110,21.8
14768,120,28.2
14768,130,34.8
14768,150,50.6
14768,160,58.9
14768,170,81.9
14768,180,102.7
14768,190,121.8
14768,200,143.7
14768,210,164.9
14768,220,184.4
14768,230,198.7
14768,240,210
14768,250,218.4
14768,260,226.1
14768,270,233.2
14768,280,239.5
14768,300,251.5
14768,310,257.8
14768,320,263.6
14768,330,269.1
14768,340,274.2
14768,350,278.9
12930,89,0
12930,90,10.3
12930,100,16
12930,110,21.8
12930,120,28.2
12930,130,34.8
12930,150,50.6
12930,160,58.9
12930,170,81.9
12930,180,102.7
12930,190,121.8
12930,200,143.7
12930,210,164.9
12930,220,184.4
12930,230,198.7
12930,240,210
12930,250,218.4
12930,260,226.1
12930,270,233.2
12930,280,239.5
12930,300,251.5
12930,310,257.8
12930,320,263.6
12930,330,269.1
12930,340,274.2
12930,350,278.9
23111,89,0
23111,90,10.3
23111,100,16
23111,110,21.8
23111,120,28.2
23111,130,34.8
23111,150,50.6
23111,160,58.9
23111,170,81.9
23111,180,102.7
23111,190,121.8
23111,200,143.7
23111,210,164.9
23111,220,184.4
23111,230,198.7
23111,240,210
23111,250,218.4
23111,260,226.1
23111,270,233.2
23111,280,239.5
23111,300,251.5
23111,310,257.8
23111,320,263.6
23111,330,269.1
23111,340,274.2
23111,350,278.9
3580,89,0
3580,90,10.3
3580,100,16
3580,110,21.8
3580,120,28.2
3580,130,34.8
3580,150,50.6
3580,160,58.9
3580,170,81.9
3580,180,102.7
3580,190,121.8
3580,200,143.7
3580,210,164.9
3580,220,184.4
3580,230,198.7
3580,240,210
3580,250,218.4
3580,260,226.1
3580,270,233.2
3580,280,239.5
3580,300,251.5
3580,310,257.8
3580,320,263.6
3580,330,269.1
3580,340,274.2
3580,350,278.9
22242,89,0
22242,90,10.3
22242,100,10.5
22242,140,11.7
22242,150,12.5
22242,160,13.4
22242,170,13.5
22242,180,13.4
22242,200,12.6
22242,210,12.3
22242,220,12.1
22242,230,11.8
22242,240,11.7
22242,250,11.5
22242,280,11.2
22242,290,11.2
22242,300,11
22242,310,10.9
22242,350,10.1
17779,89,0
17779,90,10.3
17779,100,10.5
17779,140,11.7
17779,150,12.5
17779,160,13.4
17779,170,13.5
17779,180,13.4
17779,200,12.6
17779,210,12.3
17779,220,12.1
17779,230,11.8
17779,240,11.7
17779,250,11.5
17779,280,11.2
17779,290,11.2
17779,300,11
17779,310,10.9
17779,350,10.1
1252,89,0
1252,90,10.3
1252,100,10.5
1252,140,11.7
1252,150,12.5
1252,160,13.4
1252,170,13.5
1252,180,13.4
1252,200,12.6
1252,210,12.3
1252,220,12.1
1252,230,11.8
1252,240,11.7
1252,250,11.5
1252,280,11.2
1252,290,11.2
1252,300,11
1252,310,10.9
1252,350,10.1
22310,89,0
22310,90,9.2
22310,100,9.7
22310,110,10.1
22310,130,11.3
22310,140,12
22310,150,12.9
22310,160,13.6
22310,180,14
22310,190,14
22310,200,14.2
22310,210,14.2
22310,230,14.4
22310,240,14.6
22310,250,14.6
22310,260,14.8
22310,270,14.9
22310,280,14.9
22310,310,15.2
22310,330,15.2
22310,340,15.3
12188,89,0
12188,90,9.2
12188,100,9.7
12188,110,10.1
12188,130,11.3
12188,140,12
12188,150,12.9
12188,160,13.6
12188,180,14
12188,190,14
12188,200,14.2
12188,210,14.2
12188,230,14.4
12188,240,14.6
12188,250,14.6
12188,260,14.8
12188,270,14.9
12188,280,14.9
12188,310,15.2
12188,330,15.2
12188,340,15.3
6765,89,0
6765,90,9.2
6765,100,9.7
6765,110,10.1
6765,130,11.3
6765,140,12
6765,150,12.9
6765,160,13.6
6765,180,14
6765,190,14
6765,200,14.2
6765,210,14.2
6765,230,14.4
6765,240,14.6
6765,250,14.6
6765,260,14.8
6765,270,14.9
6765,280,14.9
6765,310,15.2
6765,330,15.2
6765,340,15.3
17832,89,0
17832,90,9.2
17832,100,9.7
17832,110,10.1
17832,130,11.3
17832,140,12
17832,150,12.9
17832,160,13.6
17832,180,14
17832,190,14
17832,200,14.2
17832,210,14.2
17832,230,14.4
17832,240,14.6
17832,250,14.6
17832,260,14.8
17832,270,14.9
17832,280,14.9
17832,310,15.2
17832,330,15.2
17832,340,15.3
5726,89,0
5726,90,9.2
5726,100,9.7
5726,110,10.1
5726,130,11.3
5726,140,12
5726,150,12.9
5726,160,13.6
5726,180,14
5726,190,14
5726,200,14.2
5726,210,14.2
5726,220,14.3
5726,230,14.4
5726,240,14.6
5726,250,14.6
5726,260,14.8
5726,270,14.9
5726,280,14.9
5726,310,15.2
5726,330,15.2
5726,340,15.3
1328,89,0
1328,90,9.2
1328,100,9.7
1328,110,10.1
1328,130,11.3
1328,140,12
1328,150,12.9
1328,160,13.6
1328,180,14
1328,190,14
1328,200,14.2
1328,210,14.2
1328,230,14.4
1328,240,14.6
1328,250,14.6
1328,260,14.8
1328,270,14.9
1328,280,14.9
1328,310,15.2
1328,330,15.2
1328,340,15.3
22183,89,0
22183,90,9.2
22183,110,10
22183,130,11.2
22183,140,11.9
22183,150,12.8
22183,160,13.6
22183,180,14
22183,190,14
22183,200,14.2
22183,210,14.2
22183,230,14.4
22183,240,14.6
22183,250,14.6
22183,260,14.8
22183,270,14.9
22183,280,14.9
22183,310,15.2
22183,330,15.2
22183,340,15.3
6622,89,0
6622,90,9.2
6622,110,10
6622,130,11.2
6622,140,11.9
6622,150,12.8
6622,160,13.6
6622,180,14
6622,190,14
6622,200,14.2
6622,210,14.2
6622,230,14.4
6622,240,14.6
6622,250,14.6
6622,260,14.8
6622,270,14.9
6622,280,14.9
6622,310,15.2
6622,330,15.2
6622,340,15.3
17734,89,0
17734,90,9.2
17734,110,10
17734,130,11.2
17734,140,11.9
17734,150,12.8
17734,160,13.6
17734,180,14
17734,190,14
17734,200,14.2
17734,210,14.2
17734,230,14.4
17734,240,14.6
17734,250,14.6
17734,260,14.8
17734,270,14.9
17734,280,14.9
17734,310,15.2
17734,330,15.2
17734,340,15.3
12085,89,0
12085,90,9.2
12085,110,10
12085,130,11.2
12085,140,11.9
12085,150,12.8
12085,160,13.6
12085,180,14
12085,190,14
12085,200,14.2
12085,210,14.2
12085,230,14.4
12085,240,14.6
12085,250,14.6
12085,260,14.8
12085,270,14.9
12085,280,14.9
12085,310,15.2
12085,330,15.2
12085,340,15.3
5593,89,0
5593,90,9.2
5593,110,10
5593,130,11.2
5593,140,11.9
5593,150,12.8
5593,160,13.6
5593,180,14
5593,190,14
5593,200,14.2
5593,210,14.2
5593,220,14.3
5593,230,14.4
5593,240,14.6
5593,250,14.6
5593,260,14.8
5593,270,14.9
5593,280,14.9
5593,310,15.2
5593,330,15.2
5593,340,15.3
1150,89,0
1150,90,9.2
1150,110,10
1150,130,11.2
1150,140,11.9
1150,150,12.8
1150,160,13.6
1150,180,14
1150,190,14
1150,200,14.2
1150,210,14.2
1150,230,14.4
1150,240,14.6
1150,250,14.6
1150,260,14.8
1150,270,14.9
1150,280,14.9
1150,310,15.2
1150,330,15.2
1150,340,15.3
16868,89,0
16868,90,10.6
16868,100,10.7
16868,110,11
16868,120,11.2
16868,140,11.8
16868,160,13.4
16868,170,13.5
16868,180,13.4
16868,200,12.6
16868,210,12.3
16868,220,12.1
16868,230,11.8
16868,240,11.7
16868,250,11.5
16868,280,11.2
16868,290,11.2
16868,300,11
16868,310,10.9
16868,350,10.1
7421,89,0
7421,90,10.6
7421,100,10.7
7421,110,11
7421,120,11.2
7421,140,11.8
7421,160,13.4
7421,170,13.5
7421,180,13.4
7421,200,12.6
7421,210,12.3
7421,220,12.1
7421,230,11.8
7421,240,11.7
7421,250,11.5
7421,280,11.2
7421,290,11.2
7421,300,11
7421,310,10.9
7421,350,10.1
5586,89,0
5586,90,10.5
5586,100,10.6
5586,110,10.8
5586,140,11.7
5586,150,12.5
5586,160,13.4
5586,170,13.5
5586,180,13.4
5586,200,12.6
5586,210,12.3
5586,220,12.1
5586,230,11.8
5586,240,11.7
5586,250,11.5
5586,280,11.2
5586,290,11.2
5586,300,11
5586,310,10.9
5586,350,10.1
22304,89,0
22304,90,10.6
22304,100,10.7
22304,110,11
22304,120,11.2
22304,140,11.8
22304,160,13.4
22304,170,13.5
22304,180,13.4
22304,200,12.6
22304,210,12.3
22304,220,12.1
22304,230,11.8
22304,240,11.7
22304,250,11.5
22304,280,11.2
22304,290,11.2
22304,300,11
22304,310,10.9
22304,350,10.1
6758,89,0
6758,90,10.6
6758,100,10.7
6758,110,11
6758,120,11.2
6758,140,11.8
6758,160,13.4
6758,170,13.5
6758,180,13.4
6758,200,12.6
6758,210,12.3
6758,220,12.1
6758,230,11.8
6758,240,11.7
6758,250,11.5
6758,260,11.4
6758,280,11.2
6758,290,11.2
6758,300,11
6758,310,10.9
6758,350,10.1
23336,89,0
23336,90,11
23336,100,10.6
23336,110,10.1
23336,120,9.9
23336,130,9.6
23336,160,9
23336,190,8.1
23336,200,8
23336,210,7.8
23336,220,7.7
23336,230,7.4
23336,240,7.2
23336,250,7.1
23336,260,6.9
23336,270,6.8
23336,280,6.6
23336,300,6.4
23336,310,6.4
23336,320,6.2
23336,330,6.2
23336,350,6
11482,89,0
11482,90,11
11482,100,10.6
11482,110,10.1
11482,120,9.9
11482,130,9.6
11482,160,9
11482,190,8.1
11482,200,8
11482,210,7.8
11482,220,7.7
11482,230,7.4
11482,240,7.2
11482,250,7.1
11482,260,6.9
11482,270,6.8
11482,280,6.6
11482,300,6.4
11482,310,6.4
11482,320,6.2
11482,330,6.2
11482,350,6
17001,89,0
17001,90,11
17001,100,11
17001,110,11.3
17001,130,11.7
17001,140,12
17001,160,13.4
17001,170,13.5
17001,180,13.4
17001,200,12.6
17001,210,12.3
17001,220,12.1
17001,230,11.8
17001,240,11.7
17001,250,11.5
17001,280,11.2
17001,290,11.2
17001,300,11
17001,310,10.9
17001,350,10.1
7554,89,0
7554,90,11
7554,100,11
7554,110,11.3
7554,130,11.7
7554,140,12
7554,160,13.4
7554,170,13.5
7554,180,13.4
7554,200,12.6
7554,210,12.3
7554,220,12.1
7554,230,11.8
7554,240,11.7
7554,250,11.5
7554,280,11.2
7554,290,11.2
7554,300,11
7554,310,10.9
7554,350,10.1
12231,89,0
12231,90,10.8
12231,100,10.8
12231,110,11.1
12231,120,11.3
12231,140,11.9
12231,150,12.7
12231,160,13.4
12231,170,13.5
12231,180,13.4
12231,200,12.6
12231,210,12.3
12231,220,12.1
12231,230,11.8
12231,240,11.7
12231,250,11.5
12231,280,11.2
12231,290,11.2
12231,300,11
12231,310,10.9
12231,350,10.1
6830,89,0
6830,90,10.8
6830,100,10.8
6830,110,11.1
6830,120,11.3
6830,140,11.9
6830,150,12.7
6830,160,13.4
6830,170,13.5
6830,180,13.4
6830,200,12.6
6830,210,12.3
6830,220,12.1
6830,230,11.8
6830,240,11.7
6830,250,11.5
6830,260,11.4
6830,280,11.2
6830,290,11.2
6830,300,11
6830,310,10.9
6830,350,10.1
16602,89,0
16602,90,11.6
16602,100,13.1
16602,110,14.5
16602,120,15.8
16602,130,17
16602,140,18.1
16602,160,19.9
6893,89,0
6893,90,11
6893,100,11
6893,110,11.3
6893,130,11.7
6893,140,12
6893,160,13.4
6893,170,13.5
6893,180,13.4
6893,200,12.6
6893,210,12.3
6893,220,12.1
6893,230,11.8
6893,240,11.7
6893,250,11.5
6893,260,11.4
6893,280,11.2
6893,290,11.2
6893,300,11
6893,310,10.9
6893,350,10.1
23550,89,0
23550,90,11.7
23550,110,17.5
23550,130,11.7
23550,150,17.5
23550,160,11.7
23550,170,14.6
23550,190,14.6
23550,200,17.5
23550,210,14.6
23550,220,14.6
23550,230,17.5
23550,240,11.7
23550,250,14.6
23550,260,11.7
23550,280,11.7
23550,290,14.6
23550,300,11.7
23550,310,14.6
23550,330,14.6
23550,340,11.7
23550,350,14.6
5531,89,0
5531,90,11.6
5531,100,13.1
5531,110,14.5
5531,120,15.8
5531,130,17
5531,140,18.1
5531,160,19.9
6204,89,0
6204,90,11.7
6204,110,17.5
6204,130,11.7
6204,150,17.5
6204,160,11.7
6204,170,14.6
6204,190,14.6
6204,200,17.5
6204,210,14.6
6204,220,14.6
6204,230,17.5
6204,240,11.7
6204,250,14.6
6204,260,11.7
6204,280,11.7
6204,290,14.6
6204,300,11.7
6204,310,14.6
6204,330,14.6
6204,340,11.7
6204,350,14.6
3730,89,0
3730,90,11.7
3730,110,17.5
3730,130,11.7
3730,150,17.5
3730,160,11.7
3730,170,14.6
3730,190,14.6
3730,200,17.5
3730,210,14.6
3730,220,14.6
3730,230,17.5
3730,240,11.7
3730,250,14.6
3730,260,11.7
3730,280,11.7
3730,290,14.6
3730,300,11.7
3730,310,14.6
3730,330,14.6
3730,340,11.7
3730,350,14.6
6118,89,0
6118,90,11
6118,100,10.6
6118,110,10.1
6118,120,9.9
6118,130,9.6
6118,160,9
6118,190,8.1
6118,200,8
6118,210,7.8
6118,220,7.7
6118,230,7.4
6118,240,7.2
6118,250,7.1
6118,260,6.9
6118,270,6.8
6118,280,6.6
6118,300,6.4
6118,310,6.4
6118,320,6.2
6118,330,6.2
6118,350,6
23486,89,0
23486,90,11
23486,100,10.6
23486,110,10.1
23486,120,9.9
23486,130,9.6
23486,160,9
23486,190,8.1
23486,200,8
23486,210,7.8
23486,220,7.7
23486,230,7.4
23486,240,7.2
23486,250,7.1
23486,260,6.9
23486,270,6.8
23486,280,6.6
23486,300,6.4
23486,310,6.4
23486,320,6.2
23486,330,6.2
23486,350,6
17098,89,0
17098,90,11
17098,100,10.6
17098,110,10.1
17098,120,9.9
17098,130,9.6
17098,160,9
17098,190,8.1
17098,200,8
17098,210,7.8
17098,220,7.7
17098,230,7.4
17098,240,7.2
17098,250,7.1
17098,260,6.9
17098,270,6.8
17098,280,6.6
17098,300,6.4
17098,310,6.4
17098,320,6.2
17098,330,6.2
17098,350,6
16193,89,0
16193,90,11
16193,100,10.6
16193,110,10.1
16193,120,9.9
16193,130,9.6
16193,160,9
16193,190,8.1
16193,200,8
16193,210,7.8
16193,220,7.7
16193,230,7.4
16193,240,7.2
16193,250,7.1
16193,260,6.9
16193,270,6.8
16193,280,6.6
16193,300,6.4
16193,310,6.4
16193,320,6.2
16193,330,6.2
16193,350,6
23146,89,0
23146,90,11
23146,100,10.6
23146,110,10.1
23146,120,9.9
23146,130,9.6
23146,160,9
23146,190,8.1
23146,200,8
23146,210,7.8
23146,220,7.7
23146,230,7.4
23146,240,7.2
23146,250,7.1
23146,260,6.9
23146,270,6.8
23146,280,6.6
23146,300,6.4
23146,310,6.4
23146,320,6.2
23146,330,6.2
23146,350,6
12964,89,0
12964,90,11
12964,100,10.6
12964,110,10.1
12964,120,9.9
12964,130,9.6
12964,160,9
12964,190,8.1
12964,200,8
12964,210,7.8
12964,220,7.7
12964,230,7.4
12964,240,7.2
12964,250,7.1
12964,260,6.9
12964,270,6.8
12964,280,6.6
12964,300,6.4
12964,310,6.4
12964,320,6.2
12964,330,6.2
12964,350,6
3644,89,0
3644,90,11
3644,100,10.6
3644,110,10.1
3644,120,9.9
3644,130,9.6
3644,160,9
3644,190,8.1
3644,200,8
3644,210,7.8
3644,220,7.7
3644,230,7.4
3644,240,7.2
3644,250,7.1
3644,260,6.9
3644,270,6.8
3644,280,6.6
3644,300,6.4
3644,310,6.4
3644,320,6.2
3644,330,6.2
3644,350,6
12282,89,0
12282,90,11
12282,100,11
12282,110,11.3
12282,130,11.7
12282,140,12
12282,160,13.4
12282,170,13.5
12282,180,13.4
12282,200,12.6
12282,210,12.3
12282,220,12.1
12282,230,11.8
12282,240,11.7
12282,250,11.5
12282,280,11.2
12282,290,11.2
12282,300,11
12282,310,10.9
12282,350,10.1
22429,89,0
22429,90,11
22429,100,11
22429,110,11.3
22429,130,11.7
22429,140,12
22429,160,13.4
22429,170,13.5
22429,180,13.4
22429,200,12.6
22429,210,12.3
22429,220,12.1
22429,230,11.8
22429,240,11.7
22429,250,11.5
22429,280,11.2
22429,290,11.2
22429,300,11
22429,310,10.9
22429,350,10.1
5811,89,0
5811,90,11
5811,100,11
5811,110,11.3
5811,130,11.7
5811,140,12
5811,160,13.4
5811,170,13.5
5811,180,13.4
5811,200,12.6
5811,210,12.3
5811,220,12.1
5811,230,11.8
5811,240,11.7
5811,250,11.5
5811,280,11.2
5811,290,11.2
5811,300,11
5811,310,10.9
5811,350,10.1
17927,89,0
17927,90,11
17927,100,11
17927,110,11.3
17927,130,11.7
17927,140,12
17927,160,13.4
17927,170,13.5
17927,180,13.4
17927,200,12.6
17927,210,12.3
17927,220,12.1
17927,230,11.8
17927,240,11.7
17927,250,11.5
17927,280,11.2
17927,290,11.2
17927,300,11
17927,310,10.9
17927,350,10.1
1457,89,0
1457,90,11
1457,100,11
1457,110,11.3
1457,130,11.7
1457,140,12
1457,160,13.4
1457,170,13.5
1457,180,13.4
1457,200,12.6
1457,210,12.3
1457,220,12.1
1457,230,11.8
1457,240,11.7
1457,250,11.5
1457,280,11.2
1457,290,11.2
1457,300,11
1457,310,10.9
1457,350,10.1
16938,89,0
16938,90,10.8
16938,100,10.8
16938,110,11.1
16938,120,11.3
16938,140,11.9
16938,150,12.7
16938,160,13.4
16938,170,13.5
16938,180,13.4
16938,200,12.6
16938,210,12.3
16938,220,12.1
16938,230,11.8
16938,240,11.7
16938,250,11.5
16938,280,11.2
16938,290,11.2
16938,300,11
16938,310,10.9
16938,350,10.1
7491,89,0
7491,90,10.8
7491,100,10.8
7491,110,11.1
7491,120,11.3
7491,140,11.9
7491,150,12.7
7491,160,13.4
7491,170,13.5
7491,180,13.4
7491,200,12.6
7491,210,12.3
7491,220,12.1
7491,230,11.8
7491,240,11.7
7491,250,11.5
7491,280,11.2
7491,290,11.2
7491,300,11
7491,310,10.9
7491,350,10.1
22369,89,0
22369,90,10.8
22369,100,10.8
22369,110,11.1
22369,120,11.3
22369,140,11.9
22369,150,12.7
22369,160,13.4
22369,170,13.5
22369,180,13.4
22369,200,12.6
22369,210,12.3
22369,220,12.1
22369,230,11.8
22369,240,11.7
22369,250,11.5
22369,280,11.2
22369,290,11.2
22369,300,11
22369,310,10.9
22369,350,10.1
5769,89,0
5769,90,10.8
5769,100,10.8
5769,110,11.1
5769,120,11.3
5769,140,11.9
5769,150,12.7
5769,160,13.4
5769,170,13.5
5769,180,13.4
5769,200,12.6
5769,210,12.3
5769,220,12.1
5769,230,11.8
5769,240,11.7
5769,250,11.5
5769,280,11.2
5769,290,11.2
5769,300,11
5769,310,10.9
5769,350,10.1
17879,89,0
17879,90,10.8
17879,100,10.8
17879,110,11.1
17879,120,11.3
17879,140,11.9
17879,150,12.7
17879,160,13.4
17879,170,13.5
17879,180,13.4
17879,200,12.6
17879,210,12.3
17879,220,12.1
17879,230,11.8
17879,240,11.7
17879,250,11.5
17879,280,11.2
17879,290,11.2
17879,300,11
17879,310,10.9
17879,350,10.1
1393,89,0
1393,90,10.8
1393,100,10.8
1393,110,11.1
1393,120,11.3
1393,140,11.9
1393,150,12.7
1393,160,13.4
1393,170,13.5
1393,180,13.4
1393,200,12.6
1393,210,12.3
1393,220,12.1
1393,230,11.8
1393,240,11.7
1393,250,11.5
1393,280,11.2
1393,290,11.2
1393,300,11
1393,310,10.9
1393,350,10.1
12185,89,0
12185,90,10.6
12185,100,10.7
12185,110,11
12185,120,11.2
12185,140,11.8
12185,160,13.4
12185,170,13.5
12185,180,13.4
12185,200,12.6
12185,210,12.3
12185,220,12.1
12185,230,11.8
12185,240,11.7
12185,250,11.5
12185,280,11.2
12185,290,11.2
12185,300,11
12185,310,10.9
12185,350,10.1
5725,89,0
5725,90,10.6
5725,100,10.7
5725,110,11
5725,120,11.2
5725,140,11.8
5725,160,13.4
5725,170,13.5
5725,180,13.4
5725,200,12.6
5725,210,12.3
5725,220,12.1
5725,230,11.8
5725,240,11.7
5725,250,11.5
5725,280,11.2
5725,290,11.2
5725,300,11
5725,310,10.9
5725,350,10.1
17828,89,0
17828,90,10.6
17828,100,10.7
17828,110,11
17828,120,11.2
17828,140,11.8
17828,160,13.4
17828,170,13.5
17828,180,13.4
17828,200,12.6
17828,210,12.3
17828,220,12.1
17828,230,11.8
17828,240,11.7
17828,250,11.5
17828,280,11.2
17828,290,11.2
17828,300,11
17828,310,10.9
17828,350,10.1
1321,89,0
1321,90,10.6
1321,100,10.7
1321,110,11
1321,120,11.2
1321,140,11.8
1321,160,13.4
1321,170,13.5
1321,180,13.4
1321,200,12.6
1321,210,12.3
1321,220,12.1
1321,230,11.8
1321,240,11.7
1321,250,11.5
1321,280,11.2
1321,290,11.2
1321,300,11
1321,310,10.9
1321,350,10.1
22178,89,0
22178,90,10.5
22178,100,10.6
22178,110,10.8
22178,140,11.7
