TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
138,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.601783085223
139,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.316831718676
140,0,0,0,9.85501003E8,managed,natural,baseline,0.316831718676
141,0,0,0,9.85501003E8,managed,planted,cc_pl,0.316831718676
142,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.122959693532
143,0,0,0,9.85503003E8,managed,natural,baseline,0.122959693532
144,0,0,0,9.85503003E8,managed,planted,cc_pl,0.122959693532
145,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.984393278486
146,0,0,0,9.85502002E8,managed,natural,baseline,0.984393278486
147,0,0,0,9.85502002E8,managed,planted,cc_pl,0.984393278486
148,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.984393278486
149,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.984393278486
150,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.984393278486
151,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.984393278486
152,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.915365202588
153,0,0,0,9.85502002E8,managed,natural,baseline,0.915365202588
154,0,0,0,9.85502002E8,managed,planted,cc_pl,0.915365202588
155,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.915365202588
156,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.915365202588
157,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.915365202588
158,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.915365202588
159,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.07
160,0,0,0,9.85502004E8,managed,planted,cc_pl,0.07
161,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.893284997877
162,0,0,0,9.85502004E8,managed,planted,cc_pl,0.893284997877
163,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.430588720708
164,0,0,0,9.85501001E8,managed,planted,cc_pl,0.430588720708
165,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.430588720708
166,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.430588720708
167,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.430588720708
168,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.430588720708
169,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.905536880719
170,0,0,0,9.85502002E8,managed,natural,baseline,0.905536880719
171,0,0,0,9.85502002E8,managed,planted,cc_pl,0.905536880719
172,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.905536880719
173,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.905536880719
174,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.905536880719
175,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.905536880719
176,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.994626230067
177,0,0,0,9.85502002E8,managed,natural,baseline,0.994626230067
178,0,0,0,9.85502002E8,managed,planted,cc_pl,0.994626230067
179,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.994626230067
180,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.994626230067
181,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.994626230067
182,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.994626230067
183,0,0,0,9.85502008E8,unmanaged,natural,baseline,1.0
184,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.984923891173
185,0,0,0,9.85502002E8,managed,natural,baseline,0.984923891173
186,0,0,0,9.85502002E8,managed,planted,cc_pl,0.984923891173
187,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.984923891173
188,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.984923891173
189,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.984923891173
190,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.984923891173
191,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.724372367216
192,0,0,0,9.85503E8,managed,planted,cc_pl,0.724372367216
193,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.689147680999
194,0,0,0,9.85503E8,managed,planted,cc_pl,0.689147680999
195,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.256337605035
196,0,0,0,9.85501E8,managed,planted,cc_pl,0.256337605035
197,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.07
198,0,0,0,9.85502001E8,managed,planted,cc_pl,0.07
199,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.07
200,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.07
201,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.07
202,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.07
203,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.829287294692
204,0,0,0,9.85502002E8,managed,natural,baseline,0.829287294692
205,0,0,0,9.85502002E8,managed,planted,cc_pl,0.829287294692
206,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.829287294692
207,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.829287294692
208,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.829287294692
209,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.829287294692
210,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.07
211,0,0,0,9.85503003E8,managed,natural,baseline,0.07
212,0,0,0,9.85503003E8,managed,planted,cc_pl,0.07
213,0,0,0,9.85502001E8,unmanaged,natural,baseline,0.473218460232
214,0,0,0,9.85502001E8,managed,natural,baseline,0.473218460232
215,0,0,0,9.85502001E8,managed,planted,cc_pl,0.473218460232
216,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.473218460232
217,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.473218460232
218,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.473218460232
219,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.473218460232
220,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.696058175124
221,0,0,0,9.85503E8,managed,planted,cc_pl,0.696058175124
222,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.821027260173
223,0,0,0,9.85503E8,managed,planted,cc_pl,0.821027260173
224,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.973328263431
225,0,0,0,9.85502002E8,managed,natural,baseline,0.973328263431
226,0,0,0,9.85502002E8,managed,planted,cc_pl,0.973328263431
227,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.973328263431
228,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.973328263431
229,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.973328263431
230,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.973328263431
231,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.467696804133
232,0,0,0,9.85502002E8,managed,natural,baseline,0.467696804133
233,0,0,0,9.85502002E8,managed,planted,cc_pl,0.467696804133
234,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.467696804133
235,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.467696804133
236,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.467696804133
237,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.467696804133
238,0,0,0,9.85503003E8,unmanaged,planted,cc_pl,0.07
239,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.106209915032
240,0,0,0,9.85502003E8,managed,natural,baseline,0.106209915032
241,0,0,0,9.85502003E8,managed,planted,cc_pl,0.106209915032
242,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.505972967195
243,0,0,0,9.85503E8,managed,planted,cc_pl,0.505972967195
244,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.0714373435723
245,0,0,0,9.85503E8,managed,planted,cc_pl,0.0714373435723
246,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.208612479961
247,0,0,0,9.85501003E8,managed,natural,baseline,0.208612479961
248,0,0,0,9.85501003E8,managed,planted,cc_pl,0.208612479961
249,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.168214903107
250,0,0,0,9.85501E8,managed,planted,cc_pl,0.168214903107
251,0,0,0,9.85503E8,unmanaged,natural,baseline,0.623556223083
252,0,0,0,9.85503E8,managed,natural,baseline,0.623556223083
253,0,0,0,9.85503E8,managed,planted,cc_pl,0.623556223083
254,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.283377077846
255,0,0,0,9.85501001E8,managed,planted,cc_pl,0.283377077846
256,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.283377077846
257,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.283377077846
258,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.283377077846
259,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.283377077846
260,0,0,0,9.85502007E8,unmanaged,natural,baseline,0.641253615749
261,0,0,0,9.85502007E8,managed,natural,baseline,0.641253615749
262,0,0,0,9.85502007E8,managed,planted,cc_pl,0.641253615749
263,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.350931041263
264,0,0,0,9.85502002E8,managed,natural,baseline,0.350931041263
265,0,0,0,9.85502002E8,managed,planted,cc_pl,0.350931041263
266,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.350931041263
267,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.350931041263
268,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.350931041263
269,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.350931041263
270,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.385611455631
271,0,0,0,9.85503001E8,managed,planted,cc_pl,0.385611455631
272,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.385611455631
273,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.385611455631
274,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.385611455631
275,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.385611455631
276,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.850163539863
277,0,0,0,9.85501003E8,managed,natural,baseline,0.850163539863
278,0,0,0,9.85501003E8,managed,planted,cc_pl,0.850163539863
279,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.269390960045
280,0,0,0,9.85502003E8,managed,natural,baseline,0.269390960045
281,0,0,0,9.85502003E8,managed,planted,cc_pl,0.269390960045
282,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.3717653841
283,0,0,0,9.85502001E8,managed,planted,cc_pl,0.3717653841
284,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.3717653841
285,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.3717653841
286,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.3717653841
287,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.3717653841
288,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.172770410747
289,0,0,0,9.85503E8,managed,planted,cc_pl,0.172770410747
290,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.494159328853
291,0,0,0,9.85502002E8,managed,natural,baseline,0.494159328853
292,0,0,0,9.85502002E8,managed,planted,cc_pl,0.494159328853
293,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.494159328853
294,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.494159328853
295,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.494159328853
296,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.494159328853
297,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.963962629603
298,0,0,0,9.85502004E8,managed,planted,cc_pl,0.963962629603
299,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.173734897274
300,0,0,0,9.85502002E8,managed,natural,baseline,0.173734897274
301,0,0,0,9.85502002E8,managed,planted,cc_pl,0.173734897274
302,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.173734897274
303,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.173734897274
304,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.173734897274
305,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.173734897274
306,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.103730120011
307,0,0,0,9.85503E8,managed,planted,cc_pl,0.103730120011
308,0,0,0,9.85503E8,unmanaged,natural,baseline,0.658071427221
309,0,0,0,9.85503E8,managed,natural,baseline,0.658071427221
310,0,0,0,9.85503E8,managed,planted,cc_pl,0.658071427221
311,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.879675070775
312,0,0,0,9.85502002E8,managed,natural,baseline,0.879675070775
313,0,0,0,9.85502002E8,managed,planted,cc_pl,0.879675070775
314,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.879675070775
315,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.879675070775
316,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.879675070775
317,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.879675070775
318,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.117970506126
319,0,0,0,9.85501E8,managed,planted,cc_pl,0.117970506126
320,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.426364333152
321,0,0,0,9.85502003E8,managed,natural,baseline,0.426364333152
322,0,0,0,9.85502003E8,managed,planted,cc_pl,0.426364333152
323,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.5549394983
324,0,0,0,9.85501003E8,managed,natural,baseline,0.5549394983
325,0,0,0,9.85501003E8,managed,planted,cc_pl,0.5549394983
326,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.958070833289
327,0,0,0,9.85502002E8,managed,natural,baseline,0.958070833289
328,0,0,0,9.85502002E8,managed,planted,cc_pl,0.958070833289
329,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.958070833289
330,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.958070833289
331,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.958070833289
332,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.958070833289
333,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.2621758846
334,0,0,0,9.85503E8,managed,planted,cc_pl,0.2621758846
335,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.0757104757039
336,0,0,0,9.85502001E8,managed,planted,cc_pl,0.0757104757039
337,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.0757104757039
338,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.0757104757039
339,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.0757104757039
340,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.0757104757039
341,0,0,0,9.85502004E8,unmanaged,planted,cc_pl,0.89304630117
342,0,0,0,9.85502004E8,managed,planted,cc_pl,0.89304630117
343,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.889954000794
344,0,0,0,9.85503003E8,managed,natural,baseline,0.889954000794
345,0,0,0,9.85503003E8,managed,planted,cc_pl,0.889954000794
346,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.152396583313
347,0,0,0,9.85502002E8,managed,natural,baseline,0.152396583313
348,0,0,0,9.85502002E8,managed,planted,cc_pl,0.152396583313
349,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.152396583313
350,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.152396583313
351,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.152396583313
352,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.152396583313
353,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.428087324547
354,0,0,0,9.85502003E8,managed,natural,baseline,0.428087324547
355,0,0,0,9.85502003E8,managed,planted,cc_pl,0.428087324547
356,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.163161782358
357,0,0,0,9.85503001E8,managed,planted,cc_pl,0.163161782358
358,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.163161782358
359,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1,0.163161782358
360,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2,0.163161782358
361,0,0,0,9.85503001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.163161782358
362,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.528989470173
363,0,0,0,9.85503E8,managed,planted,cc_pl,0.528989470173
364,0,0,0,9.85501001E8,unmanaged,natural,baseline,0.440168494538
365,0,0,0,9.85501001E8,managed,natural,baseline,0.440168494538
366,0,0,0,9.85501001E8,managed,planted,cc_pl,0.440168494538
367,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.440168494538
368,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.440168494538
369,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.440168494538
