TRACK,TREATMENT,LABEL,FUTURE,ADJUST,METHOD,CURVE
2,CC,product.HarvestedVolume.managed.CW.CC,0,R,,44
2,CC,product.HarvestedVolume.managed.DR.CC,0,R,,45
2,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,46
2,CC,product.HarvestedVolume.managed.HW.CC,0,R,,47
2,CC,product.HarvestedVolume.managed.SS.CC,0,R,,48
2,CC,product.HarvestedVolume.managed.Total.CC,0,R,,49
2,CC,product.QMDNumerator.managed.CWHvm_DR_HW_M.CC,0,R,,105
2,CC,product.Seral.area.immature.CWHvm_DR_HW_M.CC,0,R,,106
2,CC,product.Seral.area.mature.CWHvm_DR_HW_M.CC,0,R,,107
2,CC,product.Seral.area.overmature.CWHvm_DR_HW_M.CC,0,R,,108
2,CC,product.Seral.area.regenerating.CWHvm_DR_HW_M.CC,0,R,,50
2,CC,product.Seral.area.young.CWHvm_DR_HW_M.CC,0,R,,50
2,CC,product.SpeciesProp.managed.CW,0,R,,109
2,CC,product.SpeciesProp.managed.DR,0,R,,110
2,CC,product.SpeciesProp.managed.FDC,0,R,,111
2,CC,product.SpeciesProp.managed.HW,0,R,,112
2,CC,product.SpeciesProp.managed.SS,0,R,,113
2,CC,product.Treated.managed.CC,0,R,,114
2,CC,product.Treated.managed.CWHvm_DR_HW_M.CC,0,R,,114
2,CC,product.Yield.managed.CW,0,R,,44
2,CC,product.Yield.managed.DR,0,R,,45
2,CC,product.Yield.managed.FDC,0,R,,46
2,CC,product.Yield.managed.HW,0,R,,47
2,CC,product.Yield.managed.SS,0,R,,48
2,CC,product.Yield.managed.Total,0,R,,49
4,CC,product.HarvestedVolume.managed.BA.CC,0,R,,148
4,CC,product.HarvestedVolume.managed.CW.CC,0,R,,149
4,CC,product.HarvestedVolume.managed.DR.CC,0,R,,150
4,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,151
4,CC,product.HarvestedVolume.managed.HW.CC,0,R,,152
4,CC,product.HarvestedVolume.managed.PL.CC,0,R,,153
4,CC,product.HarvestedVolume.managed.SS.CC,0,R,,153
4,CC,product.HarvestedVolume.managed.Total.CC,0,R,,154
4,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,220
4,CC,product.Seral.area.immature.CWHvm_FDC_HW_H.CC,0,R,,221
4,CC,product.Seral.area.mature.CWHvm_FDC_HW_H.CC,0,R,,222
4,CC,product.Seral.area.overmature.CWHvm_FDC_HW_H.CC,0,R,,223
4,CC,product.Seral.area.regenerating.CWHvm_FDC_HW_H.CC,0,R,,155
4,CC,product.Seral.area.young.CWHvm_FDC_HW_H.CC,0,R,,155
4,CC,product.SpeciesProp.managed.BA,0,R,,224
4,CC,product.SpeciesProp.managed.CW,0,R,,225
4,CC,product.SpeciesProp.managed.DR,0,R,,226
4,CC,product.SpeciesProp.managed.FDC,0,R,,227
4,CC,product.SpeciesProp.managed.HW,0,R,,228
4,CC,product.SpeciesProp.managed.PL,0,R,,229
4,CC,product.SpeciesProp.managed.SS,0,R,,229
4,CC,product.Treated.managed.CC,0,R,,230
4,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,230
4,CC,product.Yield.managed.BA,0,R,,148
4,CC,product.Yield.managed.CW,0,R,,149
4,CC,product.Yield.managed.DR,0,R,,150
4,CC,product.Yield.managed.FDC,0,R,,151
4,CC,product.Yield.managed.HW,0,R,,152
4,CC,product.Yield.managed.PL,0,R,,153
4,CC,product.Yield.managed.SS,0,R,,153
4,CC,product.Yield.managed.Total,0,R,,154
4,PCT,product.QMDNumerator.managed.CWHvm_FDC_HW_H.PCT,0,R,,231
4,PCT,product.Treated.managed.CWHvm_FDC_HW_H.PCT,0,R,,232
4,PCT,product.Treated.managed.PCT,0,R,,232
5,CC,product.HarvestedVolume.managed.BA.CC,0,R,,242
5,CC,product.HarvestedVolume.managed.CW.CC,0,R,,243
5,CC,product.HarvestedVolume.managed.DR.CC,0,R,,244
5,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,245
5,CC,product.HarvestedVolume.managed.PL.CC,0,R,,246
5,CC,product.HarvestedVolume.managed.SS.CC,0,R,,246
5,CC,product.HarvestedVolume.managed.Total.CC,0,R,,154
5,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,220
5,CC,product.SpeciesProp.managed.BA,0,R,,155
5,CC,product.SpeciesProp.managed.CW,0,R,,293
5,CC,product.SpeciesProp.managed.DR,0,R,,155
5,CC,product.SpeciesProp.managed.FDC,0,R,,294
5,CC,product.SpeciesProp.managed.PL,0,R,,155
5,CC,product.SpeciesProp.managed.SS,0,R,,155
5,CC,product.Treated.managed.CC,0,R,,230
5,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,230
5,CC,product.Yield.managed.BA,0,R,,242
5,CC,product.Yield.managed.CW,0,R,,243
5,CC,product.Yield.managed.DR,0,R,,244
5,CC,product.Yield.managed.FDC,0,R,,245
5,CC,product.Yield.managed.PL,0,R,,246
5,CC,product.Yield.managed.SS,0,R,,246
5,CC,product.Yield.managed.Total,0,R,,154
7,CC,product.HarvestedVolume.managed.BA.CC,0,R,,337
7,CC,product.HarvestedVolume.managed.CW.CC,0,R,,338
7,CC,product.HarvestedVolume.managed.DR.CC,0,R,,339
7,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,340
7,CC,product.HarvestedVolume.managed.HW.CC,0,R,,341
7,CC,product.HarvestedVolume.managed.PLC.CC,0,R,,342
7,CC,product.HarvestedVolume.managed.SS.CC,0,R,,343
7,CC,product.HarvestedVolume.managed.Total.CC,0,R,,344
7,CC,product.HarvestedVolume.managed.YC.CC,0,R,,345
7,CC,product.QMDNumerator.managed.CWHvm_HW_CW_M.CC,0,R,,427
7,CC,product.Seral.area.immature.CWHvm_HW_CW_M.CC,0,R,,428
7,CC,product.Seral.area.mature.CWHvm_HW_CW_M.CC,0,R,,429
7,CC,product.Seral.area.overmature.CWHvm_HW_CW_M.CC,0,R,,430
7,CC,product.Seral.area.regenerating.CWHvm_HW_CW_M.CC,0,R,,346
7,CC,product.Seral.area.young.CWHvm_HW_CW_M.CC,0,R,,346
7,CC,product.SpeciesProp.managed.BA,0,R,,431
7,CC,product.SpeciesProp.managed.CW,0,R,,432
7,CC,product.SpeciesProp.managed.DR,0,R,,433
7,CC,product.SpeciesProp.managed.FDC,0,R,,434
7,CC,product.SpeciesProp.managed.HW,0,R,,435
7,CC,product.SpeciesProp.managed.PLC,0,R,,436
7,CC,product.SpeciesProp.managed.SS,0,R,,437
7,CC,product.SpeciesProp.managed.YC,0,R,,438
7,CC,product.Treated.managed.CC,0,R,,439
7,CC,product.Treated.managed.CWHvm_HW_CW_M.CC,0,R,,439
7,CC,product.Yield.managed.BA,0,R,,337
7,CC,product.Yield.managed.CW,0,R,,338
7,CC,product.Yield.managed.DR,0,R,,339
7,CC,product.Yield.managed.FDC,0,R,,340
7,CC,product.Yield.managed.HW,0,R,,341
7,CC,product.Yield.managed.PLC,0,R,,342
7,CC,product.Yield.managed.SS,0,R,,343
7,CC,product.Yield.managed.Total,0,R,,344
7,CC,product.Yield.managed.YC,0,R,,345
9,CC,product.HarvestedVolume.managed.BA.CC,0,R,,466
9,CC,product.HarvestedVolume.managed.CW.CC,0,R,,467
9,CC,product.HarvestedVolume.managed.DR.CC,0,R,,468
9,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,469
9,CC,product.HarvestedVolume.managed.HW.CC,0,R,,470
9,CC,product.HarvestedVolume.managed.PL.CC,0,R,,471
9,CC,product.HarvestedVolume.managed.SS.CC,0,R,,471
9,CC,product.HarvestedVolume.managed.Total.CC,0,R,,472
9,CC,product.QMDNumerator.managed.CWHvm_HW_FDC_H.CC,0,R,,536
9,CC,product.Seral.area.immature.CWHvm_HW_FDC_H.CC,0,R,,221
9,CC,product.Seral.area.mature.CWHvm_HW_FDC_H.CC,0,R,,222
9,CC,product.Seral.area.overmature.CWHvm_HW_FDC_H.CC,0,R,,223
9,CC,product.Seral.area.regenerating.CWHvm_HW_FDC_H.CC,0,R,,155
9,CC,product.Seral.area.young.CWHvm_HW_FDC_H.CC,0,R,,155
9,CC,product.SpeciesProp.managed.BA,0,R,,224
9,CC,product.SpeciesProp.managed.CW,0,R,,537
9,CC,product.SpeciesProp.managed.DR,0,R,,538
9,CC,product.SpeciesProp.managed.FDC,0,R,,539
9,CC,product.SpeciesProp.managed.HW,0,R,,540
9,CC,product.SpeciesProp.managed.PL,0,R,,541
9,CC,product.SpeciesProp.managed.SS,0,R,,541
9,CC,product.Treated.managed.CC,0,R,,230
9,CC,product.Treated.managed.CWHvm_HW_FDC_H.CC,0,R,,230
9,CC,product.Yield.managed.BA,0,R,,466
9,CC,product.Yield.managed.CW,0,R,,467
9,CC,product.Yield.managed.DR,0,R,,468
9,CC,product.Yield.managed.FDC,0,R,,469
9,CC,product.Yield.managed.HW,0,R,,470
9,CC,product.Yield.managed.PL,0,R,,471
9,CC,product.Yield.managed.SS,0,R,,471
9,CC,product.Yield.managed.Total,0,R,,472
9,PCT,product.QMDNumerator.managed.CWHvm_HW_FDC_H.PCT,0,R,,231
9,PCT,product.Treated.managed.CWHvm_HW_FDC_H.PCT,0,R,,232
9,PCT,product.Treated.managed.PCT,0,R,,232
10,CC,product.HarvestedVolume.managed.BA.CC,0,R,,551
10,CC,product.HarvestedVolume.managed.CW.CC,0,R,,552
10,CC,product.HarvestedVolume.managed.DR.CC,0,R,,553
10,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,554
10,CC,product.HarvestedVolume.managed.PL.CC,0,R,,555
10,CC,product.HarvestedVolume.managed.SS.CC,0,R,,555
10,CC,product.HarvestedVolume.managed.Total.CC,0,R,,472
10,CC,product.QMDNumerator.managed.CWHvm_HW_FDC_H.CC,0,R,,536
10,CC,product.SpeciesProp.managed.BA,0,R,,155
10,CC,product.SpeciesProp.managed.CW,0,R,,603
10,CC,product.SpeciesProp.managed.DR,0,R,,604
10,CC,product.SpeciesProp.managed.FDC,0,R,,605
10,CC,product.SpeciesProp.managed.PL,0,R,,155
10,CC,product.SpeciesProp.managed.SS,0,R,,155
10,CC,product.Treated.managed.CC,0,R,,230
10,CC,product.Treated.managed.CWHvm_HW_FDC_H.CC,0,R,,230
10,CC,product.Yield.managed.BA,0,R,,551
10,CC,product.Yield.managed.CW,0,R,,552
10,CC,product.Yield.managed.DR,0,R,,553
10,CC,product.Yield.managed.FDC,0,R,,554
10,CC,product.Yield.managed.PL,0,R,,555
10,CC,product.Yield.managed.SS,0,R,,555
10,CC,product.Yield.managed.Total,0,R,,472
12,CC,product.HarvestedVolume.managed.BA.CC,0,R,,645
12,CC,product.HarvestedVolume.managed.CW.CC,0,R,,646
12,CC,product.HarvestedVolume.managed.DR.CC,0,R,,647
12,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,648
12,CC,product.HarvestedVolume.managed.HW.CC,0,R,,649
12,CC,product.HarvestedVolume.managed.PLC.CC,0,R,,650
12,CC,product.HarvestedVolume.managed.SS.CC,0,R,,651
12,CC,product.HarvestedVolume.managed.Total.CC,0,R,,652
12,CC,product.HarvestedVolume.managed.YC.CC,0,R,,653
12,CC,product.QMDNumerator.managed.CWHvm_HW_CW_L.CC,0,R,,734
12,CC,product.Seral.area.immature.CWHvm_HW_CW_L.CC,0,R,,106
12,CC,product.Seral.area.mature.CWHvm_HW_CW_L.CC,0,R,,735
12,CC,product.Seral.area.overmature.CWHvm_HW_CW_L.CC,0,R,,736
12,CC,product.Seral.area.regenerating.CWHvm_HW_CW_L.CC,0,R,,50
12,CC,product.Seral.area.young.CWHvm_HW_CW_L.CC,0,R,,50
12,CC,product.SpeciesProp.managed.BA,0,R,,737
12,CC,product.SpeciesProp.managed.CW,0,R,,738
12,CC,product.SpeciesProp.managed.DR,0,R,,739
12,CC,product.SpeciesProp.managed.FDC,0,R,,740
12,CC,product.SpeciesProp.managed.HW,0,R,,741
12,CC,product.SpeciesProp.managed.PLC,0,R,,742
12,CC,product.SpeciesProp.managed.SS,0,R,,743
12,CC,product.SpeciesProp.managed.YC,0,R,,744
12,CC,product.Treated.managed.CC,0,R,,114
12,CC,product.Treated.managed.CWHvm_HW_CW_L.CC,0,R,,114
12,CC,product.Yield.managed.BA,0,R,,645
12,CC,product.Yield.managed.CW,0,R,,646
12,CC,product.Yield.managed.DR,0,R,,647
12,CC,product.Yield.managed.FDC,0,R,,648
12,CC,product.Yield.managed.HW,0,R,,649
12,CC,product.Yield.managed.PLC,0,R,,650
12,CC,product.Yield.managed.SS,0,R,,651
12,CC,product.Yield.managed.Total,0,R,,652
12,CC,product.Yield.managed.YC,0,R,,653
13,CC,product.HarvestedVolume.managed.BA.CC,0,R,,753
13,CC,product.HarvestedVolume.managed.CW.CC,0,R,,754
13,CC,product.HarvestedVolume.managed.DR.CC,0,R,,755
13,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,756
13,CC,product.HarvestedVolume.managed.HW.CC,0,R,,757
13,CC,product.HarvestedVolume.managed.PLC.CC,0,R,,758
13,CC,product.HarvestedVolume.managed.SS.CC,0,R,,759
13,CC,product.HarvestedVolume.managed.Total.CC,0,R,,652
13,CC,product.HarvestedVolume.managed.YC.CC,0,R,,760
13,CC,product.QMDNumerator.managed.CWHvm_HW_CW_L.CC,0,R,,734
13,CC,product.Seral.area.immature.CWHvm_HW_CW_L.CC,0,R,,106
13,CC,product.Seral.area.mature.CWHvm_HW_CW_L.CC,0,R,,735
13,CC,product.Seral.area.overmature.CWHvm_HW_CW_L.CC,0,R,,736
13,CC,product.Seral.area.regenerating.CWHvm_HW_CW_L.CC,0,R,,50
13,CC,product.Seral.area.young.CWHvm_HW_CW_L.CC,0,R,,50
13,CC,product.SpeciesProp.managed.BA,0,R,,833
13,CC,product.SpeciesProp.managed.CW,0,R,,834
13,CC,product.SpeciesProp.managed.DR,0,R,,835
13,CC,product.SpeciesProp.managed.FDC,0,R,,836
13,CC,product.SpeciesProp.managed.HW,0,R,,837
13,CC,product.SpeciesProp.managed.PLC,0,R,,838
13,CC,product.SpeciesProp.managed.SS,0,R,,839
13,CC,product.SpeciesProp.managed.YC,0,R,,840
13,CC,product.Treated.managed.CC,0,R,,114
13,CC,product.Treated.managed.CWHvm_HW_CW_L.CC,0,R,,114
13,CC,product.Yield.managed.BA,0,R,,753
13,CC,product.Yield.managed.CW,0,R,,754
13,CC,product.Yield.managed.DR,0,R,,755
13,CC,product.Yield.managed.FDC,0,R,,756
13,CC,product.Yield.managed.HW,0,R,,757
13,CC,product.Yield.managed.PLC,0,R,,758
13,CC,product.Yield.managed.SS,0,R,,759
13,CC,product.Yield.managed.Total,0,R,,652
13,CC,product.Yield.managed.YC,0,R,,760
15,CC,product.HarvestedVolume.managed.BA.CC,0,R,,863
15,CC,product.HarvestedVolume.managed.CW.CC,0,R,,864
15,CC,product.HarvestedVolume.managed.DR.CC,0,R,,865
15,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,866
15,CC,product.HarvestedVolume.managed.HW.CC,0,R,,867
15,CC,product.HarvestedVolume.managed.PL.CC,0,R,,868
15,CC,product.HarvestedVolume.managed.SS.CC,0,R,,868
15,CC,product.HarvestedVolume.managed.Total.CC,0,R,,869
15,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_L.CC,0,R,,933
15,CC,product.Seral.area.immature.CWHvm_FDC_HW_L.CC,0,R,,428
15,CC,product.Seral.area.mature.CWHvm_FDC_HW_L.CC,0,R,,934
15,CC,product.Seral.area.overmature.CWHvm_FDC_HW_L.CC,0,R,,935
15,CC,product.Seral.area.regenerating.CWHvm_FDC_HW_L.CC,0,R,,346
15,CC,product.Seral.area.young.CWHvm_FDC_HW_L.CC,0,R,,346
15,CC,product.SpeciesProp.managed.BA,0,R,,936
15,CC,product.SpeciesProp.managed.CW,0,R,,937
15,CC,product.SpeciesProp.managed.DR,0,R,,938
15,CC,product.SpeciesProp.managed.FDC,0,R,,939
15,CC,product.SpeciesProp.managed.HW,0,R,,940
15,CC,product.SpeciesProp.managed.PL,0,R,,941
15,CC,product.SpeciesProp.managed.SS,0,R,,941
15,CC,product.Treated.managed.CC,0,R,,439
15,CC,product.Treated.managed.CWHvm_FDC_HW_L.CC,0,R,,439
15,CC,product.Yield.managed.BA,0,R,,863
15,CC,product.Yield.managed.CW,0,R,,864
15,CC,product.Yield.managed.DR,0,R,,865
15,CC,product.Yield.managed.FDC,0,R,,866
15,CC,product.Yield.managed.HW,0,R,,867
15,CC,product.Yield.managed.PL,0,R,,868
15,CC,product.Yield.managed.SS,0,R,,868
15,CC,product.Yield.managed.Total,0,R,,869
17,CC,product.HarvestedVolume.managed.BA.CC,0,R,,967
17,CC,product.HarvestedVolume.managed.CW.CC,0,R,,968
17,CC,product.HarvestedVolume.managed.DR.CC,0,R,,969
17,CC,product.HarvestedVolume.managed.FDC.CC,0,R,,970
17,CC,product.HarvestedVolume.managed.HW.CC,0,R,,971
